Student_ID,Gender,Age,Course,GPA,Stress_Level,Time_Management_Score,Sleep_Hours,Exercise_Frequency,Mentorship_Access,EI_Score,AI_Awareness_Level,Social_Media_Hours,Part_Time_Job,Study_Technique_Effectiveness,Simulated_Response,Sentiment,HERA_Recommendation
S0788,Female,23,MCA,7.08,1,5,5,Daily,No,60.68,Moderate,6.5,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0789,Male,22,MCA,8.51,5,3,4.5,Daily,No,50.53,High,2.8,Yes,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0790,Female,19,B.Tech IT,6.39,1,1,7.6,Few times a week,Yes,88.83,High,1.7,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0791,Male,20,B.Tech IT,6.36,4,2,6.7,Daily,Yes,91.08,Moderate,2.7,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0792,Other,18,MCA,8.7,5,2,6.5,Few times a week,No,52.97,Moderate,2.5,No,3,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0793,Male,20,MCA,5.89,5,1,6.7,Never,No,80.55,Low,2.9,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0794,Male,20,BCA,5.34,2,2,9.7,Never,No,68.91,Moderate,1.5,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0795,Female,21,B.Tech AI,6.17,4,2,7.4,Daily,Yes,89.69,Moderate,4.2,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0796,Male,22,B.Tech IT,6.34,4,1,5.5,Never,Yes,93.72,Moderate,3.6,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0797,Male,18,B.Tech AI,5.25,5,1,4.8,Rarely,Yes,92.55,High,1.1,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0798,Female,20,BCA,6.87,4,3,7.6,Rarely,Yes,88.86,High,4.5,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0799,Other,18,MCA,7.95,5,3,7.4,Daily,Yes,63.45,High,1.8,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0800,Other,19,B.Tech AI,5.71,2,1,7.1,Daily,Yes,90.59,Low,1.2,No,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0801,Female,21,MCA,7.09,5,4,5.7,Few times a week,Yes,76.67,Low,3.1,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0802,Female,19,MCA,7.4,4,2,6.9,Never,Yes,52.64,Low,0.4,Yes,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0803,Female,18,B.Tech CSE,6.92,4,3,5.8,Few times a week,No,72.85,High,3.9,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0804,Female,24,B.Tech AI,7.19,5,2,7.2,Few times a week,Yes,97.11,Moderate,-1.3,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0805,Female,18,B.Tech AI,7.2,5,5,7.5,Rarely,Yes,94.39,Low,1.5,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0806,Other,22,MCA,6.19,5,1,6,Rarely,Yes,55.11,Low,5.4,No,3,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0807,Other,20,BCA,8.5,3,4,7.6,Rarely,Yes,87.21,High,2,Yes,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0808,Female,20,B.Tech CSE,8.25,4,5,6.6,Rarely,No,90.29,Low,2.2,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0809,Male,19,MCA,8.19,4,5,7,Few times a week,Yes,63.57,Moderate,4.9,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0810,Female,21,B.Tech IT,8.01,3,5,5.2,Rarely,No,73.58,High,1.8,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0811,Male,24,B.Tech IT,5.43,5,1,6.7,Never,No,85.55,High,4.1,Yes,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0812,Female,23,B.Tech CSE,7.93,2,3,5.8,Rarely,No,71.95,Moderate,4.8,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0813,Female,20,BCA,7.66,5,1,7,Rarely,Yes,55.64,Moderate,3.7,No,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0814,Other,22,MCA,5.46,5,3,8,Rarely,Yes,85.29,Moderate,0.8,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0815,Male,19,B.Tech AI,6.79,3,5,6.8,Daily,Yes,95.58,Low,2.1,Yes,3,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0816,Male,19,B.Tech CSE,7.28,4,5,5.6,Never,No,82.62,Moderate,7.1,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0817,Other,23,BCA,8.66,5,4,7.1,Never,No,88.69,High,2.3,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0818,Other,22,B.Tech AI,7.72,4,3,6.9,Few times a week,No,67.92,Moderate,7.5,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0819,Other,21,B.Tech IT,6.14,1,5,8.6,Few times a week,No,59.16,High,5.6,Yes,5,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0820,Other,22,B.Tech IT,8.7,4,2,6.8,Rarely,Yes,82.14,High,3.8,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0821,Male,21,B.Tech AI,7.04,2,4,5.9,Daily,Yes,66.39,Low,3.4,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0822,Male,22,B.Tech CSE,6.74,2,1,7.3,Few times a week,Yes,93,Moderate,2.3,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0823,Female,22,B.Tech IT,6.67,5,4,6.4,Few times a week,No,56.13,Low,2.9,Yes,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0824,Female,18,MCA,5.38,4,2,6.6,Rarely,No,71.67,Moderate,2,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0825,Other,19,B.Tech AI,6.89,5,3,5.6,Rarely,Yes,69.84,Moderate,2.9,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0826,Other,22,B.Tech AI,7.5,3,1,6.4,Few times a week,Yes,96.9,Moderate,1,Yes,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0827,Other,23,B.Tech IT,6.61,2,1,6.5,Few times a week,No,57.66,Moderate,0.9,Yes,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0828,Female,22,B.Tech CSE,7.42,5,3,6.4,Never,Yes,50.49,Moderate,5,No,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0829,Female,20,MCA,6.14,3,4,5.9,Daily,Yes,61.9,High,0.6,No,4,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0830,Female,19,B.Tech CSE,6.86,5,5,6.8,Never,No,91.01,High,4.3,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0831,Female,20,BCA,7.32,4,4,5.6,Few times a week,No,60.47,Moderate,0.2,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0832,Female,19,BCA,7.19,4,2,5.3,Never,No,62.04,High,3.9,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0833,Female,20,B.Tech IT,5.39,4,5,7.2,Never,Yes,56.49,Low,2.7,No,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0834,Female,22,B.Tech IT,6.56,4,4,7.1,Few times a week,No,85.77,Low,5,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0835,Other,22,B.Tech IT,8.68,1,3,5.2,Rarely,Yes,53.46,Low,2.5,No,2,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0836,Other,18,BCA,6.51,3,2,4.7,Few times a week,Yes,66.56,Moderate,0,No,4,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0837,Other,23,B.Tech CSE,7.02,3,2,5.5,Rarely,No,64.12,Moderate,2.7,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0838,Other,20,B.Tech CSE,6.91,4,2,6.4,Few times a week,Yes,77.76,High,3.2,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0839,Female,21,B.Tech IT,8.57,1,5,7.7,Few times a week,No,86.52,High,2.8,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0840,Male,18,MCA,8.29,4,1,6.3,Few times a week,No,76.64,High,3.9,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0841,Female,20,B.Tech CSE,7.81,1,5,5.7,Daily,Yes,96.55,Low,2.2,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0842,Male,20,BCA,6.03,4,4,6.6,Rarely,Yes,97.57,Low,1.1,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0843,Other,18,B.Tech AI,7.36,2,1,6.4,Daily,No,68.07,Low,1.5,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0844,Female,22,B.Tech AI,7.57,2,4,5.1,Few times a week,No,88.88,Low,2.2,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0845,Other,20,B.Tech AI,6.3,5,1,5.1,Never,No,86.94,High,2.2,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0846,Female,22,MCA,6.13,4,5,5.2,Daily,No,94.65,Moderate,6.6,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0847,Other,18,B.Tech IT,8.71,3,2,9,Rarely,No,72.4,Moderate,4.9,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0848,Male,22,BCA,6.7,5,3,7.4,Few times a week,No,76.52,Low,4,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0849,Male,19,MCA,8.61,2,2,5.9,Daily,Yes,70.79,Moderate,3.7,No,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0850,Male,21,BCA,8,4,5,7.6,Never,Yes,92.52,Moderate,3.4,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0851,Female,24,BCA,7.41,5,1,5.9,Daily,Yes,61.49,Moderate,3.5,No,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0852,Male,20,B.Tech IT,7.45,4,2,7.6,Rarely,Yes,61.99,Low,3.2,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0853,Female,23,B.Tech AI,5.6,2,5,6.6,Daily,No,68.63,High,3.1,No,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0854,Male,21,B.Tech IT,7.21,5,4,5.8,Never,Yes,61.52,High,-0.1,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0855,Male,24,MCA,8.42,2,3,7.2,Never,Yes,78.05,Moderate,2.4,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0856,Female,22,MCA,7.68,1,2,6.6,Rarely,No,56.72,High,2.6,No,5,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0857,Female,20,MCA,7.15,2,1,6.9,Never,Yes,66.01,High,1.9,No,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0858,Male,22,B.Tech IT,8.71,4,4,6.7,Few times a week,No,95.67,Low,2.2,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0859,Female,19,BCA,6.81,3,5,6.7,Never,No,70.46,Low,3.5,No,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0860,Male,18,BCA,6.38,2,3,7.3,Few times a week,No,87.41,Moderate,4.2,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0861,Female,20,B.Tech CSE,7.15,3,1,9.1,Daily,No,55.67,Moderate,3.4,No,4,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0862,Other,24,MCA,7.77,1,5,7.7,Few times a week,No,62.38,Moderate,4.1,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0863,Other,24,BCA,5.28,5,5,6.7,Few times a week,Yes,90.37,Low,4.1,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0864,Other,19,B.Tech CSE,7.28,5,2,6.2,Daily,Yes,88.15,High,2.6,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0865,Other,19,BCA,7.81,3,2,6.3,Never,Yes,69.31,Low,3.8,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0866,Other,20,MCA,6.73,5,1,5.2,Few times a week,No,97.72,Low,0.4,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0867,Male,22,B.Tech AI,8.11,2,5,7.2,Never,Yes,95.53,High,2.4,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0868,Other,23,MCA,7.64,3,2,5.5,Daily,Yes,98.12,High,2.2,No,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0869,Other,24,B.Tech IT,9.14,4,3,6.1,Rarely,Yes,71.4,Moderate,5.3,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0870,Other,24,BCA,6.25,2,3,7.2,Never,Yes,59.87,High,3.5,Yes,2,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0871,Other,19,BCA,7.83,2,5,6.3,Never,No,81.33,High,1,Yes,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0872,Female,21,B.Tech IT,5.98,2,2,6,Rarely,Yes,84.24,High,3.9,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0873,Male,19,B.Tech IT,5.38,4,1,5.3,Rarely,No,56.27,High,4.4,Yes,1,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0874,Other,23,B.Tech AI,4.96,1,1,7.7,Daily,No,89.32,Moderate,2.9,Yes,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0875,Other,22,BCA,7.54,5,1,5.7,Never,Yes,50.9,Moderate,4,Yes,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0876,Other,22,BCA,7.18,3,3,5.9,Never,No,74.14,High,-0.7,No,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0877,Male,21,B.Tech AI,6.52,1,2,4.7,Daily,No,66.55,High,-1,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0878,Female,24,B.Tech CSE,5.23,3,2,6.5,Never,No,87.02,Moderate,1.2,Yes,1,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0879,Male,19,B.Tech AI,6.31,5,3,6.2,Few times a week,No,65.64,Moderate,3.2,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0880,Female,22,MCA,7,4,1,6.7,Few times a week,No,91.34,High,5.3,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0881,Other,23,BCA,7.79,2,1,5.3,Few times a week,No,79.75,Low,1.3,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0882,Other,20,B.Tech IT,6.98,2,5,7.2,Never,No,89.69,Moderate,1.7,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0883,Male,18,MCA,7.25,4,4,4.7,Few times a week,Yes,99.47,Moderate,3.1,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0884,Male,18,BCA,6.62,1,2,6.4,Few times a week,Yes,83.96,Moderate,2.3,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0885,Female,18,B.Tech AI,8.75,1,2,6.6,Daily,No,99.25,High,2.2,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0886,Female,24,MCA,5.98,3,2,6.6,Daily,No,51.44,High,2.4,No,2,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0887,Male,19,BCA,6.3,4,4,6.7,Rarely,Yes,66.91,Moderate,5,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0888,Female,21,B.Tech CSE,6.51,1,5,7.3,Rarely,Yes,55.39,High,4.7,No,5,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0889,Male,22,B.Tech CSE,7.54,4,4,7.8,Rarely,Yes,63.12,High,3,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0890,Female,20,B.Tech IT,5.96,5,1,6.3,Rarely,Yes,91.94,Moderate,5.5,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0891,Male,23,BCA,7.14,2,1,5.5,Daily,No,51.62,High,3.8,Yes,2,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0892,Male,20,B.Tech CSE,7.16,2,2,7.1,Daily,No,76.01,Low,4.7,No,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0893,Male,23,B.Tech AI,6.31,2,3,6.2,Daily,Yes,78.36,High,1.7,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0894,Female,24,BCA,7.33,4,2,7.8,Few times a week,Yes,78.06,High,2,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0895,Female,19,B.Tech AI,5.99,4,3,5.9,Few times a week,Yes,73.76,Moderate,2,No,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0896,Female,18,B.Tech AI,5.88,3,4,5.6,Rarely,Yes,89.53,Moderate,2.9,Yes,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0897,Male,19,B.Tech CSE,7.1,2,1,6.6,Few times a week,No,56.68,Low,3.1,Yes,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0898,Female,24,BCA,5.34,3,3,4.8,Never,Yes,65.53,High,3.5,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0899,Female,21,MCA,4.86,2,4,6,Daily,Yes,80.79,Low,6,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0900,Male,21,B.Tech CSE,7.53,3,1,6.2,Rarely,Yes,84.55,Low,4.1,Yes,3,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0901,Other,24,B.Tech CSE,8.05,3,3,6.7,Rarely,No,70.21,Moderate,2.2,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0902,Male,23,BCA,6.53,5,2,5.5,Never,No,93.77,High,3,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0903,Female,22,BCA,6.33,3,2,5.6,Few times a week,No,70.77,Moderate,5.3,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0904,Male,22,B.Tech AI,8.01,4,2,7.7,Rarely,Yes,70.14,Low,4.2,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0905,Other,23,BCA,5.85,3,4,6.5,Few times a week,Yes,51.81,Low,5.2,Yes,4,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0906,Male,21,B.Tech AI,5.64,2,2,7.4,Few times a week,Yes,77.56,Moderate,2.3,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0907,Female,21,B.Tech CSE,7.71,3,5,6,Never,No,85.43,Moderate,1.9,Yes,1,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0908,Other,21,B.Tech IT,7.01,1,1,6.4,Rarely,No,55.72,Moderate,2,Yes,5,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0909,Female,19,MCA,8.06,2,4,6.7,Few times a week,Yes,65.27,Moderate,2.4,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0910,Other,21,B.Tech CSE,4.86,1,2,8.2,Few times a week,Yes,89.06,Moderate,1.4,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0911,Other,20,BCA,5.6,2,1,6.3,Never,No,68.3,Low,3.4,No,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0912,Male,18,MCA,7.01,4,3,6.3,Never,Yes,62.08,Moderate,3.5,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0913,Male,21,B.Tech IT,7.42,4,2,7.6,Few times a week,Yes,83.61,High,5,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0914,Female,23,B.Tech IT,7.85,4,1,6.1,Never,Yes,59.84,Low,0.4,No,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0915,Male,18,B.Tech AI,7.17,1,5,6.8,Few times a week,No,94.78,Low,1.6,No,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0916,Male,19,MCA,7.16,5,3,7.5,Rarely,Yes,55.28,High,4.2,Yes,3,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0917,Other,23,B.Tech AI,6.61,2,5,5.9,Daily,Yes,85.33,High,3.3,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0918,Male,18,B.Tech CSE,8.59,4,1,6.8,Never,Yes,74.98,Low,3.1,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0919,Other,23,MCA,5.9,2,5,8.2,Daily,Yes,93.5,Moderate,4.9,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
