Student_ID,Age,Gender,Academic_Performance,AI_Exposure_Level,EI_Score,Preferred_AI_Feature,Satisfaction_With_AI_Interaction,Emotion_Recognition_By_AI_Accuracy (%),Willingness_To_Use_EI_Aware_AI_Tools,Simulated_Response,Sentiment,HERA_Recommendation
S1588,29,Male,8.78,Medium,49,TutorBot,2,54.85,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1589,28,Male,7.3,Low,79,TutorBot,2,52.79,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1590,18,Male,9.21,Low,86,Feedback System,2,56.46,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1591,29,Female,8.64,High,81,TutorBot,5,52.89,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1592,19,Male,8.88,Medium,40,Chatbot,2,92.25,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1593,18,Other,8.28,Low,68,Chatbot,4,52.95,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1594,19,Male,5.89,Low,89,Emotional Support Bot,5,63.58,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1595,23,Other,7.73,Medium,73,Chatbot,2,55.19,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1596,17,Female,9.92,High,90,Emotional Support Bot,1,64.77,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1597,26,Other,9.69,Medium,52,TutorBot,3,54.53,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1598,24,Other,5.22,Medium,93,Chatbot,3,83.4,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1599,29,Male,5.82,Low,40,TutorBot,3,56.67,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1600,26,Male,5.66,Low,73,Chatbot,5,92.59,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1601,26,Other,8.63,High,68,Chatbot,2,90.86,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1602,26,Male,9.09,Low,87,Emotional Support Bot,5,50.68,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1603,18,Female,6.07,Low,86,TutorBot,4,94.79,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1604,19,Female,7.53,Medium,52,Chatbot,1,51.45,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1605,25,Male,9.2,Low,87,Feedback System,1,61.98,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1606,23,Female,8.66,High,88,TutorBot,3,51.62,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1607,20,Male,7.71,Medium,92,TutorBot,3,66.79,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1608,26,Other,7.95,High,100,TutorBot,3,75.69,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1609,21,Other,7.54,Medium,68,Emotional Support Bot,2,89.83,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1610,18,Female,6.49,Low,78,Feedback System,4,66.9,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1611,29,Male,7.83,Medium,63,TutorBot,4,85.27,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1612,27,Male,8.44,Medium,65,Chatbot,4,59.38,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1613,29,Female,9.37,Low,56,Chatbot,4,87.53,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1614,24,Other,8.18,Low,46,Emotional Support Bot,3,61.8,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1615,20,Female,8.81,High,52,Chatbot,1,57.18,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1616,25,Other,5.8,High,44,TutorBot,3,59.27,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1617,21,Male,7.31,Low,65,Chatbot,4,59.1,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1618,29,Other,5.05,Low,88,TutorBot,3,75.64,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1619,25,Female,6.23,Low,42,Chatbot,4,92.24,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1620,20,Male,8.63,Medium,46,Feedback System,5,53.98,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1621,26,Female,9.96,Medium,97,Emotional Support Bot,1,85.35,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1622,21,Female,5.5,Medium,88,Emotional Support Bot,5,82.72,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1623,25,Other,7.01,Low,78,Feedback System,2,93.63,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1624,24,Female,9,High,92,Feedback System,3,62.21,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1625,19,Other,6.02,Low,40,Emotional Support Bot,2,72.51,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1626,17,Male,7.78,Medium,88,Feedback System,3,96.29,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1627,19,Other,8.67,Medium,56,TutorBot,5,83,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1628,20,Male,8.08,Low,82,Chatbot,4,69.44,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1629,18,Other,5.94,Low,64,Emotional Support Bot,4,56.57,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1630,17,Female,6.78,Medium,98,Feedback System,3,63.12,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1631,23,Other,8.92,Medium,100,TutorBot,4,79.06,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1632,24,Other,7.77,Medium,42,Emotional Support Bot,5,85.91,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1633,23,Male,5.03,Low,54,Feedback System,4,56.22,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1634,21,Female,8.8,Medium,68,Emotional Support Bot,5,79.98,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1635,28,Other,5.18,Medium,92,Feedback System,2,77.52,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1636,17,Female,8.73,High,82,Emotional Support Bot,5,75.7,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1637,23,Other,6.01,Low,71,TutorBot,1,84.51,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1638,29,Other,9.79,High,65,TutorBot,1,91.87,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1639,23,Female,6.84,High,99,Chatbot,1,66.15,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1640,25,Other,6.63,Medium,55,Emotional Support Bot,3,94.45,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1641,19,Female,5.74,Low,64,Chatbot,3,58.03,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1642,25,Other,6.53,Medium,93,Emotional Support Bot,3,58.65,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1643,17,Male,9.38,Low,67,Feedback System,5,63.34,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1644,17,Female,9.98,High,48,Feedback System,3,55.98,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1645,20,Other,6.84,Low,95,Chatbot,2,61.52,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1646,25,Other,7.24,Medium,95,Emotional Support Bot,1,55.32,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1647,22,Male,8.61,Medium,40,Chatbot,5,91.09,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1648,29,Female,9.43,Medium,68,TutorBot,1,56.95,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1649,27,Other,7.97,Low,96,Chatbot,3,87.36,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1650,19,Male,6.96,High,61,Chatbot,5,52.4,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1651,17,Other,7.06,High,55,Feedback System,4,97.43,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1652,20,Female,8.48,Low,80,Chatbot,2,85.56,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1653,28,Other,5.02,Medium,90,Emotional Support Bot,3,50.34,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1654,29,Other,8.1,High,83,Feedback System,3,88.19,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1655,25,Other,6.78,Medium,90,Chatbot,2,75.7,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1656,19,Other,8.97,Low,93,TutorBot,2,88.97,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1657,28,Male,5.46,Medium,80,Chatbot,4,76.12,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1658,25,Male,7.94,High,46,Chatbot,3,82.05,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1659,23,Female,7.4,High,53,Chatbot,3,89.32,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1660,28,Male,8.21,Medium,68,Feedback System,1,70.26,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1661,20,Male,5.32,Low,58,Emotional Support Bot,5,50.14,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1662,19,Female,7.9,Medium,58,TutorBot,5,92.5,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1663,26,Male,7.81,Low,41,Chatbot,1,69.04,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1664,21,Male,7.8,Medium,80,Emotional Support Bot,5,74.8,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1665,21,Female,8.02,High,84,Emotional Support Bot,2,50.39,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1666,19,Female,8.38,Low,54,Feedback System,5,74.6,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1667,28,Female,9.02,Low,42,TutorBot,5,99.32,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1668,25,Other,6.35,Low,50,Feedback System,1,63.91,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1669,20,Other,9.13,High,92,Emotional Support Bot,4,69.77,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1670,27,Female,7.49,Medium,85,Emotional Support Bot,5,84.36,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1671,21,Female,5.39,High,69,Emotional Support Bot,5,90.74,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1672,20,Female,5.29,Low,96,Feedback System,4,70.87,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1673,21,Other,6.67,Medium,79,TutorBot,1,65.48,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1674,23,Other,8.92,High,57,Chatbot,4,96.89,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1675,25,Male,8.54,Low,90,Feedback System,1,83.86,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1676,23,Male,8.94,Low,87,Emotional Support Bot,2,55.95,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1677,29,Female,7.59,High,41,Feedback System,1,53.45,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1678,21,Other,7.2,High,71,Emotional Support Bot,2,74.18,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1679,26,Other,5.74,High,47,Chatbot,2,61,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1680,26,Other,6.64,Low,61,Chatbot,1,62.7,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1681,23,Female,7.17,High,45,TutorBot,3,93.88,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1682,26,Male,5.44,Low,51,Emotional Support Bot,1,54.48,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1683,21,Female,6.1,High,86,TutorBot,5,85.77,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1684,19,Male,7.99,Low,96,TutorBot,5,63.56,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1685,23,Male,8.68,Low,79,Chatbot,3,88.02,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1686,29,Female,9.99,Medium,75,Feedback System,2,86.12,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1687,27,Male,9.67,High,54,Feedback System,3,50.37,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1688,27,Male,8.21,High,67,TutorBot,5,75.46,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1689,18,Other,7.11,Low,91,Chatbot,3,56.97,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1690,28,Male,8.18,Low,96,Emotional Support Bot,1,93.31,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1691,25,Female,8.93,Low,88,Feedback System,3,93.58,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1692,26,Female,5.59,Medium,84,TutorBot,2,70.92,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1693,26,Male,7.05,Medium,57,Feedback System,1,72.22,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1694,28,Other,9.2,Low,41,Feedback System,4,65.16,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1695,17,Other,6.92,High,52,Emotional Support Bot,5,85.83,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1696,29,Male,7.86,High,84,Chatbot,5,67.93,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1697,22,Male,7.94,Medium,93,Emotional Support Bot,3,63.39,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1698,23,Female,5.92,Medium,54,Chatbot,1,71.61,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1699,29,Male,6.81,Low,59,Feedback System,4,54.57,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1700,24,Other,6.67,High,68,TutorBot,1,87.33,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1701,26,Male,5.13,Low,98,Emotional Support Bot,5,50.63,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1702,25,Female,5.12,Medium,81,Chatbot,1,82.22,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1703,18,Female,9.16,High,68,Feedback System,4,59.14,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1704,27,Female,6.37,High,42,Chatbot,3,61.62,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1705,26,Female,7.59,Medium,58,Chatbot,2,81.78,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1706,18,Female,6.49,Low,42,Chatbot,1,99.65,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1707,21,Male,9.7,Low,93,Feedback System,2,88.89,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1708,29,Male,6.3,High,53,TutorBot,5,61.29,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1709,21,Male,7.15,Medium,79,TutorBot,3,58.8,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1710,22,Male,9.36,High,98,TutorBot,3,93.31,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1711,19,Female,9.21,Medium,94,Chatbot,1,72.21,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1712,24,Other,5.93,Low,43,Feedback System,3,56.85,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1713,29,Male,9.01,Medium,98,Chatbot,1,93.11,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1714,17,Other,7.29,Low,99,TutorBot,1,90.8,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1715,22,Male,7.41,Medium,91,TutorBot,2,99.2,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1716,20,Male,5.67,High,50,Feedback System,3,95.49,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1717,17,Other,5.4,Low,97,Chatbot,1,92.59,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1718,23,Female,8.64,High,70,Emotional Support Bot,2,52.63,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1719,25,Male,7.48,High,82,Emotional Support Bot,4,55.22,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1720,29,Male,7.18,Low,71,TutorBot,2,78.45,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1721,20,Male,8.65,Low,66,Feedback System,2,76.57,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1722,20,Other,8.83,High,69,Chatbot,1,72.9,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1723,22,Female,5.79,High,82,Chatbot,5,69.84,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1724,28,Other,8.05,High,41,TutorBot,5,71.56,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1725,19,Other,5.68,High,88,TutorBot,5,78.46,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1726,29,Female,8.76,Low,48,Chatbot,2,50.1,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1727,28,Other,8.28,Low,67,Chatbot,1,63.04,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1728,22,Female,9.78,High,70,TutorBot,3,75.91,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1729,23,Male,5.34,Medium,99,Chatbot,2,86.11,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1730,27,Female,5.29,Medium,73,Emotional Support Bot,2,58.71,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1731,26,Male,6.41,Low,100,TutorBot,1,77.34,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1732,26,Other,6.31,High,95,Chatbot,4,85.72,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1733,19,Other,6.23,High,54,TutorBot,2,72.23,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1734,23,Male,9.53,Low,87,Feedback System,4,51.35,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1735,19,Other,6.25,Medium,64,TutorBot,4,72.46,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1736,29,Female,6.36,Medium,75,TutorBot,5,64.82,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1737,29,Male,8.8,Medium,47,Feedback System,1,96.48,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1738,18,Other,7.25,Low,48,Emotional Support Bot,4,56.23,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1739,28,Male,8.88,Medium,97,Chatbot,1,82.62,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1740,26,Female,5.33,Low,97,Feedback System,5,52.64,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1741,20,Female,7.44,Low,76,TutorBot,1,72.31,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1742,28,Other,5.17,High,87,Chatbot,2,77.7,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1743,24,Female,5.31,Medium,84,Feedback System,4,64.9,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1744,29,Male,9.53,Low,78,Chatbot,1,72.75,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1745,25,Female,5.7,Medium,71,Chatbot,3,58.18,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1746,23,Male,7.66,Medium,97,Feedback System,1,65.21,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1747,17,Male,7.06,High,91,Chatbot,4,81.06,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1748,19,Female,6.74,Medium,56,Emotional Support Bot,5,65.09,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1749,29,Other,9.5,High,74,Feedback System,5,94.99,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1750,28,Female,5.11,Low,76,Emotional Support Bot,4,81.42,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1751,25,Male,8.32,Medium,58,TutorBot,2,71.93,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1752,28,Male,9.82,Low,83,Chatbot,2,51.94,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1753,17,Female,7.8,Medium,68,TutorBot,5,74.98,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1754,25,Other,9.68,Low,98,TutorBot,5,88.24,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1755,24,Other,5.26,Medium,46,Chatbot,4,63.28,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1756,17,Male,7.09,Medium,67,Feedback System,2,90.34,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1757,22,Male,6.3,Medium,48,Chatbot,5,62.59,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1758,21,Other,8.65,Medium,67,TutorBot,2,91.19,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1759,22,Female,9.91,Medium,45,TutorBot,5,54.26,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1760,26,Male,6.28,Medium,68,Feedback System,1,93.31,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1761,28,Male,8.27,Medium,97,Chatbot,3,74.96,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1762,29,Other,5.99,Medium,56,TutorBot,1,64.83,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1763,29,Female,7.83,Medium,55,Emotional Support Bot,5,63.26,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1764,29,Other,7.32,Low,62,TutorBot,3,71.6,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1765,21,Female,9.86,High,70,TutorBot,3,99.95,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1766,22,Female,8.04,Medium,42,Feedback System,5,61.02,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1767,21,Female,6.75,High,60,Emotional Support Bot,5,55.16,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1768,27,Male,5.57,Medium,65,TutorBot,2,79.25,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1769,28,Other,5.76,Medium,75,TutorBot,5,74.43,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1770,21,Other,6.13,Low,81,Emotional Support Bot,4,76.21,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1771,20,Female,6.25,Low,76,Chatbot,5,83.35,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1772,19,Male,9.25,High,92,Chatbot,4,63.36,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1773,19,Male,7.81,Low,61,TutorBot,5,95.53,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1774,20,Other,7.62,Low,81,TutorBot,2,71.78,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1775,25,Male,5.57,High,51,Chatbot,4,56.45,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1776,18,Male,9.3,Low,81,Feedback System,1,87.11,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1777,25,Female,8.61,Medium,100,Emotional Support Bot,4,82.16,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1778,17,Male,5.34,High,52,Emotional Support Bot,2,65.79,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1779,17,Female,8.54,High,50,Feedback System,4,81.08,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1780,21,Other,7.72,Medium,93,Feedback System,5,60.99,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1781,22,Male,5.41,Low,55,Feedback System,5,72.24,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1782,22,Other,7.29,High,47,Feedback System,2,94.97,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1783,19,Other,7.42,High,79,Feedback System,3,56.68,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1784,23,Male,5.83,Medium,98,Feedback System,5,69.33,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
